SeatID,FlightID,SeatNumber,ClassID
82999,78362,H4,2
83000,72768,S43,2
83001,23799,R14,5
83002,77320,F43,2
83003,57176,G44,2
83004,10228,N4,4
83005,67057,M21,5
83006,55499,N15,4
83007,63250,Z45,5
83008,5700,T37,5
83009,36853,E36,1
83010,16921,D16,1
83011,44861,B16,2
83012,55534,R27,3
83013,48727,X43,3
83014,89625,L17,3
83015,17037,B36,3
83016,9955,M16,3
83017,54144,N14,5
83018,49179,X12,5
83019,70230,C27,3
83020,29128,T41,3
83021,47410,P19,1
83022,13042,R24,2
83023,26765,M6,4
83024,5698,B8,1
83025,85025,B16,4
83026,32807,W39,3
83027,87728,G17,4
83028,17349,K22,3
83029,38626,G39,4
83030,28812,C45,1
83031,83722,N14,1
83032,21386,D24,3
83033,76661,N36,4
83034,23569,R44,4
83035,40289,M3,1
83036,2537,S30,3
83037,5710,W48,1
83038,99426,Z50,3
83039,24849,X43,4
83040,74982,M8,1
83041,26675,C12,4
83042,87886,Z4,1
83043,47217,L29,4
83044,59574,M13,5
83045,93238,N30,1
83046,44664,Z31,5
83047,24597,T36,2
83048,42171,H50,4
83049,38498,N19,5
83050,25348,S28,1
83051,34271,E2,1
83052,68702,E31,4
83053,95246,P23,5
83054,8969,H4,1
83055,63904,J43,4
83056,37575,J10,1
83057,32923,S27,2
83058,63304,X12,4
83059,15969,X25,5
83060,62264,P32,3
83061,12489,Z35,3
83062,23687,S33,3
83063,12647,P5,5
83064,26658,G14,1
83065,57742,N9,2
83066,27303,H10,3
83067,95412,G20,5
83068,82784,Y47,5
83069,20790,J42,5
83070,17284,T26,1
83071,9242,A43,3
83072,63625,A2,1
83073,53355,E47,3
83074,13,Z18,2
83075,91654,E17,1
83076,7217,P21,5
83077,97303,F23,1
83078,78105,X30,5
83079,66212,B3,2
83080,90725,R47,5
83081,43595,A14,5
83082,17877,J29,4
83083,63230,B13,3
83084,39825,A16,1
83085,70824,F46,4
83086,63498,E40,1
83087,61567,T5,4
83088,85153,G44,1
83089,58874,G35,4
83090,85577,A30,3
83091,40751,T23,5
83092,4032,S10,3
83093,79761,P43,4
83094,95501,T27,3
83095,34833,X10,5
83096,49219,J4,2
83097,75350,Z2,1
83098,41298,A46,1
83099,46310,Z27,3
83100,96580,R19,1
83101,65796,S9,4
83102,23808,P6,4
83103,55467,S37,3
83104,54152,D14,2
83105,63976,A31,4
83106,83557,T8,4
83107,65682,H1,4
83108,14841,L8,4
83109,61414,M40,1
83110,72449,X25,4
83111,44426,Y1,5
83112,60100,F2,2
83113,20282,H23,5
83114,1160,L50,1
83115,85027,F44,3
83116,28074,N47,4
83117,53781,Z6,1
83118,35309,L19,2
83119,49023,A43,3
83120,57958,D35,1
83121,45590,L4,4
83122,45589,F24,1
83123,90013,S47,4
83124,35051,N12,3
83125,81639,N16,2
83126,66398,B24,3
83127,17108,C43,3
83128,44742,B11,2
83129,39810,R24,4
83130,42212,X29,3
83131,40293,G2,1
83132,19994,P27,3
83133,5024,X3,2
83134,7531,M48,3
83135,10689,P48,4
83136,9640,B49,1
83137,54695,A30,4
83138,57029,Y36,1
83139,63648,G13,2
83140,88211,K17,3
83141,5536,W24,3
83142,52336,J43,3
83143,62566,L6,4
83144,84519,K42,2
83145,86418,Y18,2
83146,19085,N22,1
83147,94128,X44,2
83148,17978,A31,5
83149,79705,C43,3
83150,7301,G21,5
83151,53318,M12,4
83152,90445,P45,3
83153,63596,M50,2
83154,24019,X4,2
83155,81117,L22,4
83156,80368,E29,4
83157,554,R9,4
83158,7511,Z45,1
83159,29255,N20,3
83160,63828,S48,5
83161,5839,S36,4
83162,52526,D31,3
83163,31611,W17,1
83164,49448,P43,2
83165,9352,S26,2
83166,39313,E27,4
83167,71795,C32,2
83168,39946,P16,4
83169,3221,R40,3
83170,70690,L28,1
83171,68416,B14,3
83172,77899,C43,5
83173,63747,W1,3
83174,16522,S32,5
83175,78589,A19,3
83176,2285,L38,2
83177,70629,T1,5
83178,52218,K29,5
83179,13738,T42,4
83180,90284,N48,5
83181,59281,F26,4
83182,87571,F28,1
83183,12720,S33,3
83184,25986,Z45,4
83185,59392,F39,3
83186,37396,M31,1
83187,39916,M37,2
83188,64548,N18,3
83189,34021,F13,2
83190,82401,P8,5
83191,43761,F40,3
83192,48414,G5,3
83193,29320,G28,1
83194,70366,L11,4
83195,90514,Z1,4
83196,88551,D48,2
83197,5481,S14,2
83198,7591,N27,4
83199,19575,G12,5
83200,7258,F12,3
83201,41918,M20,2
83202,1764,X46,3
83203,4905,K42,1
83204,77267,B22,3
83205,35973,T29,1
83206,88756,C33,5
83207,17936,H3,5
83208,88782,J45,2
83209,63172,H18,2
83210,45949,Y44,1
83211,89433,L25,1
83212,69154,L30,5
83213,84274,H2,2
83214,48677,W23,1
83215,85842,T38,2
83216,45597,J45,5
83217,90755,K45,4
83218,45822,G31,1
83219,52306,H24,1
83220,69518,A32,2
83221,42581,M19,4
83222,16707,X45,2
83223,83842,X15,4
83224,56355,D30,2
83225,62069,F38,1
83226,44892,Z43,2
83227,76940,A5,3
83228,83985,D28,1
83229,46666,X43,2
83230,34429,B39,5
83231,76521,J42,5
83232,14487,B17,3
83233,57307,A50,4
83234,8387,K35,1
83235,3788,G23,1
83236,84247,D22,3
83237,49959,Z48,3
83238,88448,B3,3
83239,12654,T19,4
83240,95798,N8,2
83241,27060,X29,2
83242,41095,X46,4
83243,72065,F16,5
83244,89449,C16,4
83245,70932,X21,3
83246,65879,S21,4
83247,649,H21,4
83248,52880,N11,4
83249,4447,F38,1
83250,87024,R17,1
83251,29063,S49,1
83252,88665,H19,2
83253,89862,C11,3
83254,58505,S18,3
83255,24124,X10,2
83256,98772,P12,5
83257,86061,L35,4
83258,26211,B29,3
83259,56173,G50,2
83260,56442,C7,4
83261,29771,Z18,4
83262,15693,X27,1
83263,27492,E45,2
83264,64113,G44,4
83265,52356,R6,1
83266,37172,B18,2
83267,81314,N29,3
83268,94088,N35,5
83269,41634,X8,2
83270,54277,K38,4
83271,51737,N16,3
83272,52911,J38,5
83273,72383,N35,2
83274,48399,B12,5
83275,40657,Z21,1
83276,28693,X8,5
83277,69279,P49,3
83278,7410,K46,1
83279,81365,X17,4
83280,43057,P26,3
83281,24334,W29,4
83282,52496,N1,3
83283,26979,P22,1
83284,79153,K20,2
83285,81034,Y33,4
83286,58407,R34,1
83287,53175,R8,4
83288,53920,M9,5
83289,64110,W12,2
83290,73670,Z31,5
83291,77914,B45,1
83292,93955,R49,3
83293,30583,F29,5
83294,97029,E5,2
83295,22329,E22,2
83296,25843,B42,3
83297,94812,H12,1
83298,56779,C3,5
83299,98450,E13,4
83300,21646,L1,1
83301,83463,K49,1
83302,44650,W11,5
83303,50588,S46,2
83304,92288,D48,3
83305,44526,K31,4
83306,84132,P22,2
83307,50992,E10,1
83308,58677,L8,5
83309,10591,G32,2
83310,1588,W34,1
83311,87115,G45,1
83312,46480,L21,3
83313,28894,C50,4
83314,63256,R44,1
83315,53169,G48,3
83316,40334,X30,1
83317,57693,D15,5
83318,19036,N2,2
83319,13389,M32,1
83320,86140,C50,1
83321,39969,J35,2
83322,53425,X36,4
83323,11221,Z7,5
83324,65066,P23,1
83325,34607,K19,1
83326,20134,A45,5
83327,12372,S6,4
83328,22785,T7,1
83329,83177,D19,4
83330,41660,S22,1
83331,69769,J32,3
83332,86450,K6,1
83333,98140,N24,5
83334,80785,W37,3
83335,52809,A27,1
83336,72475,M40,5
83337,7841,S20,3
83338,1042,W5,5
83339,77075,B23,5
83340,85010,A16,5
83341,55563,L50,2
83342,60662,J36,5
83343,93180,T45,2
83344,46924,S27,4
83345,70164,D27,1
83346,43775,K37,1
83347,70787,W33,1
83348,91622,A50,5
83349,35354,M34,5
83350,16614,K36,4
83351,1053,N30,3
83352,76615,X7,5
83353,61347,P12,3
83354,2061,M47,4
83355,49957,F39,2
83356,93200,M9,3
83357,77081,H17,4
83358,32559,F33,5
83359,33781,N32,2
83360,65481,E32,1
83361,56725,C27,5
83362,5614,H19,5
83363,83312,Y16,3
83364,62175,C37,4
83365,74112,N9,1
83366,39653,H41,2
83367,23067,S42,4
83368,52156,B5,4
83369,91105,T2,2
83370,11417,F37,4
83371,55027,K31,1
83372,65888,A5,3
83373,25974,T12,3
83374,2925,C18,1
83375,45796,E22,2
83376,9349,B44,3
83377,55502,D23,5
83378,68161,D7,5
83379,14192,F31,4
83380,82592,Z46,3
83381,62098,N33,1
83382,75148,X29,3
83383,19496,K17,1
83384,2880,E22,3
83385,2135,W43,4
83386,97835,L34,5
83387,5512,R18,2
83388,12483,S42,3
83389,61739,S50,5
83390,29101,M30,5
83391,4528,K38,4
83392,55517,L9,3
83393,34442,A11,4
83394,17310,D19,1
83395,2661,E47,5
83396,30714,M12,1
83397,97172,A28,4
83398,68255,S24,3
83399,9711,F48,5
83400,83844,F37,5
83401,40297,L39,4
83402,66099,D29,2
83403,66827,A34,4
83404,59666,P28,5
83405,70079,E8,5
83406,22734,B20,5
83407,29707,X38,1
83408,97741,B4,3
83409,38221,K28,4
83410,84834,R6,4
83411,20095,S18,5
83412,20551,E1,3
83413,80495,R25,1
83414,69775,T39,2
83415,85076,J50,5
83416,4656,A48,3
83417,21983,D49,3
83418,40300,L40,5
83419,51782,L33,5
83420,20086,H24,3
83421,14393,R33,2
83422,23550,E43,1
83423,2893,A22,5
83424,7803,K49,3
83425,84682,W27,4
83426,19403,N40,4
83427,64246,Y19,4
83428,13702,G36,4
83429,35737,Y36,4
83430,46314,Y36,2
83431,92142,C43,5
83432,30085,C44,4
83433,56366,J18,5
83434,35258,J1,5
83435,23789,N2,5
83436,35379,B16,1
83437,67748,Z1,2
83438,93645,B16,4
83439,81027,M37,3
83440,74714,J44,2
83441,37647,Z46,1
83442,14853,L9,3
83443,36671,L29,2
83444,14264,W6,5
83445,55433,C48,3
83446,7447,Y33,1
83447,46391,X13,3
83448,47348,Y48,4
83449,67199,B24,3
83450,19260,E22,1
83451,48065,J3,2
83452,77830,F34,2
83453,68071,R50,1
83454,18055,F38,5
83455,70956,J4,1
83456,56134,T46,3
83457,92193,Y42,3
83458,5379,C1,4
83459,17958,T7,4
83460,40367,T38,4
83461,34167,G13,1
83462,97537,E43,1
83463,41729,Y16,1
83464,95613,H22,5
83465,99833,K43,3
83466,51937,K39,2
83467,62522,G40,3
83468,35900,N33,2
83469,18140,A32,3
83470,51325,F1,3
83471,33038,J19,1
83472,32105,C49,1
83473,60011,Y47,2
83474,53687,D15,1
83475,546,W21,4
83476,20508,K35,4
83477,48027,L38,5
83478,76623,C35,1
83479,58272,L20,4
83480,79959,P43,4
83481,9753,X20,1
83482,77988,N6,1
83483,78029,T36,2
83484,79815,T19,4
83485,3229,E8,2
83486,83874,R16,5
83487,76579,B42,2
83488,68119,J43,1
83489,33383,S49,3
83490,71457,H45,1
83491,37508,F2,3
83492,72223,W21,3
83493,64001,K47,4
83494,97367,Y36,3
83495,20795,B8,4
83496,6408,H27,5
83497,84196,P9,5
83498,57189,L25,1
83499,47135,D19,1
83500,96625,C9,3
83501,3885,G26,3
83502,35281,D24,4
83503,178,S17,2
83504,62071,P5,2
83505,54684,K5,3
83506,69693,S13,5
83507,53665,Y15,3
83508,81168,K44,2
83509,75181,B49,5
83510,19846,D15,5
83511,1103,G1,2
83512,9441,W27,4
83513,17564,G47,3
83514,82409,C20,3
83515,23433,P40,1
83516,69721,X1,5
83517,52075,T33,4
83518,17494,P5,5
83519,94656,M5,4
83520,69393,A23,4
83521,34029,D38,5
83522,65553,X13,1
83523,43800,P24,1
83524,71335,F37,1
83525,66404,M49,5
83526,65516,D30,1
83527,95479,T14,1
83528,79250,L29,2
83529,87453,F50,1
83530,62571,J16,2
83531,81416,K22,5
83532,33085,K36,3
83533,46005,K27,2
83534,65424,S14,4
83535,38137,M5,2
83536,91008,L49,2
83537,99672,J47,3
83538,2646,Z33,2
83539,25869,L49,1
83540,39903,B25,5
83541,11538,D21,5
83542,29445,M15,5
83543,68392,H39,1
83544,80972,S33,1
83545,16497,P11,4
83546,55772,X36,4
83547,75789,P36,4
83548,49129,L22,2
83549,42972,L23,1
83550,8280,Z11,5
83551,73649,L37,5
83552,87443,F18,2
83553,37326,X2,3
83554,60118,N33,3
83555,88572,S28,2
83556,82640,S48,2
83557,42302,H46,5
83558,1550,W3,1
83559,3655,B44,2
83560,75613,Z24,5
83561,7593,J44,5
83562,69245,H26,5
83563,44811,G8,5
83564,90368,J45,1
83565,3549,P13,2
83566,2038,S26,4
83567,98986,K30,3
83568,42825,F11,3
83569,43854,W26,2
83570,61483,Y10,4
83571,92736,K5,5
83572,72794,S37,1
83573,4409,R26,4
83574,3000,M21,4
83575,96747,R8,4
83576,80143,Z30,4
83577,5604,J38,1
83578,31544,M42,2
83579,45894,X47,3
83580,49885,P32,4
83581,55719,C37,4
83582,65988,E12,4
83583,33561,G40,5
83584,67151,D43,5
83585,46619,Y45,2
83586,21911,F6,2
83587,53811,Z2,3
83588,44408,F33,5
83589,69735,D27,1
83590,13399,P2,3
83591,48601,Y26,3
83592,2151,H2,1
83593,40346,S42,3
83594,55926,H11,4
83595,2426,N3,3
83596,43048,E11,1
83597,16170,M3,5
83598,26206,J36,1
83599,80860,C16,4
83600,35923,D2,5
83601,28932,N43,4
83602,92561,N29,3
83603,25288,L17,1
83604,47417,X7,3
83605,65947,W30,4
83606,48215,N33,2
83607,54058,Z48,3
83608,24541,G18,2
83609,11517,H1,2
83610,44404,G33,3
83611,4606,J5,5
83612,7996,M14,5
83613,54538,F1,1
83614,89754,F37,5
83615,47840,R47,1
83616,84011,F13,5
83617,56514,A19,3
83618,30334,D48,3
83619,67993,M50,1
83620,68865,R40,3
83621,36467,G50,4
83622,85670,K24,1
83623,34449,B39,4
83624,40100,Y16,5
83625,8813,N49,1
83626,76044,Z1,1
83627,59766,K13,3
83628,26404,J43,5
83629,71508,J38,3
83630,3010,J7,1
83631,66546,P15,1
83632,46844,E2,3
83633,99042,P35,4
83634,8992,T15,3
83635,54469,P31,2
83636,96192,S26,2
83637,87288,J4,1
83638,9893,Y27,5
83639,10410,F19,4
83640,64263,M29,1
83641,24557,N7,5
83642,86988,A14,3
83643,29369,C7,1
83644,83021,N44,3
83645,75915,R3,4
83646,14897,R7,5
83647,13244,F36,3
83648,73927,C15,1
83649,52880,L16,1
83650,33593,P3,2
83651,21690,S2,2
83652,21954,S22,5
83653,6269,A20,3
83654,28272,S28,4
83655,26682,K28,1
83656,75067,H36,4
83657,89031,S12,5
83658,24989,L48,1
83659,33033,G34,2
83660,36455,B6,4
83661,67460,W33,1
83662,73145,Z9,4
83663,25515,S26,1
83664,30146,A43,2
83665,2813,S18,4
83666,48561,T7,2
83667,40675,A46,2
83668,76990,J41,3
83669,19666,M15,1
83670,63837,D19,5
83671,71858,H24,5
83672,73025,J40,4
83673,40702,E47,1
83674,93632,J34,2
83675,62840,N7,3
83676,31087,X38,2
83677,72980,X43,2
83678,27450,A42,1
83679,94060,H44,4
83680,53490,L19,5
83681,28783,P37,1
83682,37159,K17,2
83683,28367,J43,2
83684,90628,K2,1
83685,51578,R47,2
83686,59399,J16,5
83687,79201,T13,5
83688,82659,G44,1
83689,99259,P3,5
83690,73852,R16,5
83691,32582,Z7,3
83692,66084,N21,2
83693,3541,Y37,1
83694,76046,R13,4
83695,45230,A21,2
83696,41705,X38,1
83697,83643,K7,3
83698,24302,B48,5
83699,74688,P45,5
83700,87401,M40,5
83701,33901,H41,1
83702,38766,X14,1
83703,31700,C43,4
83704,77041,L8,4
83705,2127,H45,3
83706,57760,J38,1
83707,96824,F25,2
83708,44039,Y22,3
83709,58542,C45,4
83710,9518,F37,5
83711,38835,H17,5
83712,20058,N7,2
83713,41553,N35,5
83714,25764,X16,3
83715,7400,E45,4
83716,40123,K30,4
83717,3076,T48,4
83718,86068,Z21,5
83719,5120,K19,1
83720,47124,K10,1
83721,83312,R19,5
83722,23377,F13,2
83723,47095,S34,2
83724,74573,R19,5
83725,45248,W50,3
83726,3246,R11,3
83727,42874,Z32,1
83728,49037,H40,1
83729,28201,W6,2
83730,64603,Y5,1
83731,38252,W29,2
83732,76517,S44,4
83733,1163,S20,2
83734,29734,D46,5
83735,23360,G27,4
83736,69937,W41,2
83737,41012,X30,1
83738,74474,L38,3
83739,4105,P7,5
83740,65198,A26,3
83741,72364,X22,3
83742,73102,Y35,4
83743,87365,F17,2
83744,89984,F43,4
83745,62197,E43,2
83746,82089,P33,3
83747,2605,C46,2
83748,71435,A32,4
83749,37050,K6,4
83750,21425,X32,1
83751,14917,A43,2
83752,33528,A48,2
83753,17187,D45,3
83754,78434,M40,1
83755,15245,D35,5
83756,29801,M15,2
83757,74654,K18,5
83758,44642,A43,5
83759,52245,N50,5
83760,57915,T5,3
83761,36205,H46,2
83762,91999,W41,2
83763,17407,M4,3
83764,95164,F19,3
83765,738,M5,2
83766,62046,T38,1
83767,76489,G11,1
83768,41069,W32,5
83769,20271,N22,3
83770,51051,G39,4
83771,43293,E5,1
83772,23276,B8,5
83773,74911,G27,4
83774,51482,W13,4
83775,33457,B45,2
83776,95860,W19,2
83777,43500,W3,2
83778,69815,L39,2
83779,26489,Y18,2
83780,72087,W26,4
83781,58429,Y41,1
83782,39201,A12,5
83783,54219,W40,1
83784,35802,Y20,5
83785,10804,L36,4
83786,89994,H10,1
83787,80946,Z23,4
83788,67033,M20,2
83789,32111,W15,3
83790,53042,Y9,4
83791,39456,R32,2
83792,38490,C40,5
83793,98527,H37,1
83794,24110,G22,2
83795,69725,E49,1
83796,67841,N20,1
83797,83027,Y37,5
83798,58300,B18,2
83799,76958,T47,5
83800,86901,S45,4
83801,85053,N28,2
83802,99318,S31,3
83803,67084,B3,3
83804,78562,C40,2
83805,39096,X32,1
83806,36945,P26,4
83807,97167,N18,1
83808,89155,D13,4
83809,53763,J7,2
83810,24760,W28,3
83811,23527,S40,5
83812,14099,R42,2
83813,88444,M45,4
83814,24950,D23,2
83815,60891,T31,4
83816,79672,R12,3
83817,38362,J19,1
83818,33361,Y48,2
83819,62727,N48,2
83820,64277,X23,1
83821,99664,C20,5
83822,36610,H27,2
83823,30462,N41,3
83824,50345,L7,2
83825,27957,H6,4
83826,67469,X5,2
83827,67082,X22,1
83828,97303,K25,1
83829,74659,D11,3
83830,47754,K3,3
83831,67821,K44,5
83832,42874,X4,1
83833,23580,Z12,2
83834,9046,X45,5
83835,7421,G1,5
83836,68195,W26,3
83837,11866,W11,1
83838,36450,J35,4
83839,41403,E45,5
83840,84978,D18,2
83841,37327,H38,1
83842,23377,N14,4
83843,55261,G26,5
83844,24855,X39,4
83845,92470,L35,1
83846,66313,P1,4
83847,28222,K34,4
83848,70083,H20,5
83849,73120,F26,3
83850,19250,F6,1
83851,63195,M5,2
83852,17975,G48,2
83853,47603,J21,5
83854,75952,A28,4
83855,24317,H41,4
83856,15104,N17,5
83857,32106,G7,1
83858,57590,E43,1
83859,21784,J9,2
83860,9095,S6,2
83861,87820,X16,3
83862,78480,F33,4
83863,99046,M11,3
83864,51430,G6,5
83865,93031,J13,3
83866,20761,C22,3
83867,65477,P10,1
83868,31441,T14,1
83869,69706,G28,5
83870,30765,W35,1
83871,51241,T11,5
83872,15795,L30,1
83873,22095,P38,2
83874,39269,N23,1
83875,3799,Z30,5
83876,46247,X29,1
83877,86239,T38,3
83878,88456,H14,1
83879,90460,D30,3
83880,85044,Z5,3
83881,18714,D40,3
83882,85670,H24,3
83883,2308,F15,4
83884,49316,L50,1
83885,6577,A22,1
83886,60941,Z17,4
83887,67839,Y31,2
83888,54281,K32,2
83889,33516,H37,2
83890,9125,J11,3
83891,35046,D1,4
83892,88826,H44,3
83893,13400,L6,4
83894,28432,B14,3
83895,99580,B2,3
83896,61023,T5,3
83897,10312,X6,3
83898,98808,F31,4
83899,2698,P21,1
83900,43233,M28,4
83901,512,X10,1
83902,47910,M42,4
83903,5715,G22,3
83904,57752,K36,2
83905,94648,B34,2
83906,82045,L21,5
83907,93615,K42,5
83908,98548,C37,2
83909,82163,C7,3
83910,5649,N7,4
83911,94948,S8,4
83912,78581,M36,5
83913,94594,F4,1
83914,10895,S44,2
83915,28595,B1,4
83916,94290,W21,1
83917,21922,E11,5
83918,24220,Z26,2
83919,78477,B41,5
83920,90776,M28,5
83921,44108,K28,1
83922,15423,E26,1
83923,69581,X1,4
83924,66247,M20,2
83925,1554,P13,1
83926,31899,E42,4
83927,1981,C42,3
83928,92500,G14,3
83929,34769,H41,4
83930,63922,C37,2
83931,95264,S1,2
83932,39059,T30,5
83933,48354,R49,1
83934,63767,J17,2
83935,81239,N25,5
83936,52722,H20,5
83937,33187,P11,4
83938,94927,H43,4
83939,48187,Z38,5
83940,12880,Z33,4
83941,65250,S17,4
83942,10969,M12,3
83943,73741,J33,1
83944,97002,B32,5
83945,30103,H40,3
83946,93769,S5,4
83947,60637,G13,5
83948,47111,B19,4
83949,32900,P26,3
83950,10160,G39,4
83951,39859,T29,1
83952,770,T45,4
83953,88919,S43,1
83954,9351,D26,5
83955,15681,W11,3
83956,29807,M30,1
83957,75261,J28,3
83958,30614,J37,4
83959,62793,A16,3
83960,13276,W25,5
83961,61367,X38,2
83962,62837,J26,2
83963,44682,S25,4
83964,76033,H49,3
83965,37014,P13,4
83966,989,D9,1
83967,58963,E49,5
83968,17707,X34,1
83969,48039,S32,2
83970,16834,M46,1
83971,39017,J16,1
83972,81760,K8,2
83973,28061,L28,1
83974,74310,Y7,5
83975,83927,X11,1
83976,20481,L30,3
83977,77483,P30,2
83978,5589,P34,3
83979,3736,F24,3
83980,81838,B15,1
83981,9720,F23,3
83982,97646,C20,3
83983,31455,G29,1
83984,13597,L24,3
83985,49560,K14,5
83986,46235,J1,1
83987,33716,D31,3
83988,79779,M8,5
83989,16111,X27,5
83990,45814,E45,4
83991,2626,L42,2
83992,70107,A12,1
83993,84344,L35,3
83994,42136,P45,4
83995,78901,D26,1
83996,55026,E44,4
83997,54599,N26,3
83998,63574,Y12,5
83999,30073,R27,2
84000,64787,Y15,4
84001,97777,K17,2
84002,52711,F29,2
84003,39468,R33,4
84004,10689,B35,5
84005,33771,R38,3
84006,92795,G6,2
84007,85170,K29,3
84008,13476,D9,2
84009,90156,A11,1
84010,61427,S22,2
84011,85521,Y11,4
84012,54798,C22,1
84013,99992,N44,1
84014,15896,S45,4
84015,65966,M22,4
84016,36834,D50,1
84017,39940,G41,3
84018,6593,D50,5
84019,78313,K49,4
84020,82080,E13,5
84021,39875,K40,3
84022,88030,C39,3
84023,14198,P13,5
84024,78810,D49,1
84025,220,H20,3
84026,50819,Z40,2
84027,57447,Z21,1
84028,84173,E17,3
84029,76223,P42,2
84030,81888,P44,3
84031,42437,P2,4
84032,48227,X17,4
84033,11111,H37,4
84034,22562,A19,3
84035,11510,F46,4
84036,57125,P29,3
84037,70921,C39,3
84038,25805,K7,2
84039,767,D45,2
84040,20601,H29,5
84041,27862,Y42,3
84042,49048,H34,2
84043,13069,P16,1
84044,39995,E25,4
84045,17295,W26,3
84046,29552,G41,5
84047,34097,J24,1
84048,89489,L50,4
84049,53482,B10,3
84050,63864,W37,1
84051,60071,L44,4
84052,89392,C23,2
84053,97768,T6,1
84054,54703,L26,4
84055,7574,F22,3
84056,44222,N46,2
84057,57934,Y5,4
84058,4498,Z37,2
84059,43088,D22,5
84060,83633,J29,2
84061,83623,A4,2
84062,2386,P37,1
84063,58096,L28,4
84064,64282,R27,3
84065,72881,P39,3
84066,93005,T9,1
84067,2122,W46,5
84068,49615,Y4,3
84069,62523,T2,3
84070,96086,S42,2
84071,77359,L17,2
84072,51991,A1,3
84073,49609,G42,3
84074,9816,M43,1
84075,17657,K19,2
84076,94506,B18,2
84077,61741,D5,1
84078,39097,H40,3
84079,28055,K34,4
84080,41079,A2,3
84081,80210,E16,3
84082,61495,M39,4
84083,16261,C4,1
84084,58182,M45,1
84085,43236,N11,3
84086,10368,P47,4
84087,5476,D3,4
84088,95817,N10,1
84089,51695,D45,3
84090,1133,H20,3
84091,10539,W38,2
84092,54101,E36,2
84093,98874,L31,1
84094,64381,E31,3
84095,73155,R4,3
84096,43036,Y31,1
84097,93982,M1,5
84098,92508,D48,5
84099,4621,D37,5
84100,69184,Z34,2
84101,89038,E12,2
84102,81237,F11,1
84103,7823,J36,4
84104,94279,D11,3
84105,65575,C16,4
84106,82549,T3,1
84107,38383,A7,5
84108,20996,R19,5
84109,76682,H19,3
84110,74705,Y2,3
84111,99232,N3,5
84112,2713,K34,2
84113,45756,N15,4
84114,78461,X26,1
84115,72432,L14,5
84116,21679,P25,3
84117,70774,R16,5
84118,91274,E41,5
84119,99006,F46,4
84120,72070,H14,2
84121,23558,E35,2
84122,1612,T31,4
84123,55244,B17,3
84124,56830,M1,3
84125,59007,Y14,5
84126,77851,Y7,3
84127,7367,K6,3
84128,77505,M44,3
84129,80467,B48,4
84130,1838,Z41,3
84131,76068,W49,5
84132,81192,T4,5
84133,58242,B35,1
84134,82165,H4,5
84135,96431,P12,5
84136,87910,X33,5
84137,58206,A42,4
84138,82670,D18,3
84139,11609,E11,2
84140,21442,Y10,5
84141,60004,J8,3
84142,28588,H20,5
84143,84782,M49,4
84144,56407,P21,1
84145,77198,R28,4
84146,15865,Z45,4
84147,84800,B37,1
84148,67596,Z33,4
84149,80167,L15,5
84150,25282,L34,3
84151,166,P28,2
84152,138,Z48,3
84153,31872,M20,3
84154,40282,F39,3
84155,36446,A16,3
84156,22494,Y16,4
84157,4454,Z44,1
84158,62811,H12,2
84159,1975,N22,3
84160,97459,Z27,3
84161,63845,M22,4
84162,68212,R13,3
84163,33209,J5,2
84164,8341,E16,4
84165,89184,G44,2
84166,33478,M29,3
84167,34440,M6,1
84168,93378,S39,1
84169,56907,Z41,3
84170,95016,L27,2
84171,95996,P19,3
84172,78865,X36,4
84173,20523,Y38,5
84174,70401,X14,3
84175,5450,M11,3
84176,89185,L10,4
84177,77771,G47,5
84178,1602,D2,5
84179,2571,Z14,4
84180,40630,S41,5
84181,355,A27,5
84182,25957,T45,3
84183,97437,X2,4
84184,14068,T44,5
84185,51735,A18,3
84186,66146,Z25,1
84187,48192,Z12,3
84188,49885,W13,2
84189,66857,X12,3
84190,83186,A31,2
84191,17250,F31,4
84192,23237,F21,5
84193,47489,B19,1
84194,50499,A16,4
84195,19035,Y23,2
84196,70430,L8,4
84197,8502,C1,1
84198,13817,W21,5
84199,10926,R19,3
84200,94135,N5,3
84201,21355,J1,4
84202,44554,G25,1
84203,1492,N21,5
84204,67987,E40,5
84205,19844,G36,2
84206,69112,P2,4
84207,39928,E31,4
84208,85397,K47,3
84209,95651,A8,2
84210,98827,L37,3
84211,179,Y30,3
84212,3018,L14,3
84213,26226,B8,4
84214,9495,M6,4
84215,21968,S35,2
84216,94610,K12,1
84217,33997,E34,4
84218,33532,G6,2
84219,24098,N26,2
84220,68470,Y35,1
84221,42067,W34,4
84222,53314,X22,1
84223,71558,K43,1
84224,10218,M21,5
84225,63784,W13,1
84226,58715,M35,2
84227,87396,G40,5
84228,49832,J15,4
84229,41885,Y29,1
84230,36795,J14,3
84231,33143,M29,3
84232,62112,Z50,1
84233,84146,E19,2
84234,12671,T26,2
84235,22854,E5,3
84236,58839,B16,1
84237,44409,H24,3
84238,76964,E29,4
84239,23543,S8,1
84240,94680,X21,2
84241,68053,L42,5
84242,68280,H49,5
84243,10785,G33,2
84244,5281,B15,1
84245,33900,T50,4
84246,91881,G28,1
84247,8614,X43,3
84248,37548,T37,5
84249,18037,L10,2
84250,63511,Z29,3
84251,86720,A36,5
84252,39686,R3,4
84253,26501,X34,5
84254,5573,F31,3
84255,94647,D26,5
84256,38423,C22,2
84257,845,D47,1
84258,44570,B44,5
84259,81863,Z30,5
84260,91729,P29,5
