year,type,manufacturer,model,engines,seats,engine,aircraftId
2011.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2509
2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,2510
2006.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,2511
2006.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,2512
2008.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,2513
2008.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,2514
2010.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,2515
2009.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,Turbo-fan,2516
2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,2517
2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,2518
2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,2519
1997.0,Fixed wing multi engine,BOEING,777-222,2,400,Turbo-fan,2520
2002.0,Fixed wing multi engine,BOEING,757-33N,2,275,Turbo-jet,2521
2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,2522
2011.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2523
2009.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,Turbo-fan,2524
2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,2525
2009.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,Turbo-fan,2526
2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,2527
2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,2528
2003.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,2529
2000.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,2530
2011.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2531
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,2532
2001.0,Fixed wing multi engine,BOEING,737-924,2,191,Turbo-fan,2533
2011.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2534
2010.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,Turbo-fan,2535
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,2536
2010.0,Fixed wing multi engine,BOEING,737-824,2,149,Turbo-fan,2537
2010.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,Turbo-fan,2538
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,2539
2012.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2540
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,2541
2001.0,Fixed wing multi engine,BOEING,737-7H4,2,140,Turbo-fan,2542
2010.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2,80,Turbo-fan,2543
1998.0,Fixed wing multi engine,BOEING,737-7AD,2,128,Turbo-jet,2544
,Fixed wing multi engine,BOEING,737-7Q8,2,149,Turbo-fan,2545
2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2546
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2547
2004.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2548
1997.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2549
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2550
1997.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2551
2006.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,2552
1997.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2553
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2554
2012.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2555
1997.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2556
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2557
2012.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2558
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2559
2012.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2560
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2561
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2562
2012.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2563
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2564
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2565
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2566
2012.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2567
2005.0,Fixed wing multi engine,AIRBUS,A330-323,2,379,Turbo-fan,2568
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2569
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2570
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2571
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2572
2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2573
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2574
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2575
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2576
2006.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,Turbo-fan,2577
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2578
2012.0,Fixed wing multi engine,BOEING,737-924ER,2,191,Turbo-fan,2579
2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2580
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2581
2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2582
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2583
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2584
2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2585
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2586
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2587
2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2588
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2589
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2590
1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,Turbo-fan,2591
2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2592
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2593
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2594
2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2595
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2596
2012.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2597
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2598
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2599
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2600
1998.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2601
1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,Turbo-fan,2602
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2603
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2604
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2605
1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,Turbo-fan,2606
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2607
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2608
2000.0,Fixed wing multi engine,BOEING,767-432ER,2,300,Turbo-jet,2609
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2610
1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,Turbo-fan,2611
,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2612
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2613
2000.0,Fixed wing multi engine,BOEING,767-432ER,2,300,Turbo-jet,2614
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2615
1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,Turbo-fan,2616
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2617
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2618
2013.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2619
2001.0,Fixed wing multi engine,BOEING,767-432ER,2,300,Turbo-jet,2620
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2621
1997.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,Turbo-fan,2622
,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2623
2013.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2624
2000.0,Fixed wing multi engine,BOEING,767-432ER,2,300,Turbo-jet,2625
1999.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2626
1998.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,Turbo-fan,2627
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2628
2000.0,Fixed wing multi engine,BOEING,767-432ER,2,300,Turbo-jet,2629
2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2630
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2631
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2632
,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2633
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2634
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2635
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2636
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2637
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2638
1998.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,Turbo-fan,2639
,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2640
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2641
2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2642
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2643
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2644
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2645
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2646
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2647
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2648
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2649
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2650
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2651
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2652
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-132,2,179,Turbo-jet,2653
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2654
2000.0,Fixed wing multi engine,BOEING,767-432ER,2,300,Turbo-jet,2655
2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2656
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2657
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2658
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2659
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2660
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2661
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2662
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2663
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2664
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2665
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2666
1998.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2,55,Turbo-fan,2667
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2668
2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2669
1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2670
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2671
2000.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2672
1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2673
,Fixed wing multi engine,AIRBUS,A319-132,2,179,Turbo-fan,2674
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2675
2013.0,Fixed wing multi engine,AIRBUS,A320-232,2,200,Turbo-fan,2676
2000.0,Fixed wing multi engine,BOEING,767-432ER,2,300,Turbo-jet,2677
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2678
1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2679
,Fixed wing multi engine,AIRBUS,A319-132,2,179,Turbo-fan,2680
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2681
2000.0,Fixed wing multi engine,BOEING,767-432ER,2,300,Turbo-jet,2682
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2683
2010.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2684
1998.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2685
2005.0,Fixed wing multi engine,AIRBUS,A319-132,2,179,Turbo-fan,2686
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2687
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2688
2010.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2689
2005.0,Fixed wing multi engine,AIRBUS,A319-132,2,179,Turbo-fan,2690
2000.0,Fixed wing multi engine,BOEING,767-432ER,2,300,Turbo-jet,2691
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2692
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2693
2005.0,Fixed wing multi engine,AIRBUS,A319-132,2,179,Turbo-fan,2694
2001.0,Fixed wing multi engine,BOEING,767-432ER,2,300,Turbo-jet,2695
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2696
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2697
2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2698
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2699
2001.0,Fixed wing multi engine,BOEING,767-432ER,2,300,Turbo-jet,2700
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2701
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2702
2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2703
1999.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2704
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2705
2001.0,Fixed wing multi engine,BOEING,767-432ER,2,300,Turbo-jet,2706
1974.0,Fixed wing multi engine,CANADAIR LTD,CF-5D,4,2,Turbo-jet,2707
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2708
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2709
2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2710
2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2711
2005.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2712
2001.0,Fixed wing multi engine,BOEING,767-432ER,2,300,Turbo-jet,2713
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2714
,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2715
2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2716
2001.0,Fixed wing multi engine,BOEING,767-432ER,2,300,Turbo-jet,2717
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2718
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2719
2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2720
2002.0,Fixed wing multi engine,BOEING,767-432ER,2,300,Turbo-jet,2721
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2722
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2723
2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2724
2002.0,Fixed wing multi engine,BOEING,767-432ER,2,300,Turbo-jet,2725
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2726
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2727
2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2728
2002.0,Fixed wing multi engine,BOEING,767-432ER,2,300,Turbo-jet,2729
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2730
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2731
,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2732
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2733
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2734
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2735
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2736
2001.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2737
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2738
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2739
1999.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2740
2002.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2741
2011.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2742
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2743
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2744
2002.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2745
2012.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2746
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2747
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2748
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2749
2002.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-131,2,179,Turbo-jet,2750
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2751
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2752
2004.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A330-223,2,379,Turbo-jet,2753
2002.0,Fixed wing multi engine,AIRBUS,A319-131,2,179,Turbo-jet,2754
2012.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2755
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2756
2002.0,Fixed wing multi engine,AIRBUS,A319-131,2,179,Turbo-jet,2757
2012.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2758
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2759
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2760
2002.0,Fixed wing multi engine,AIRBUS,A319-131,2,179,Turbo-jet,2761
2012.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2762
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2763
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2764
2004.0,Fixed wing multi engine,AIRBUS,A330-223,3,379,Turbo-fan,2765
2002.0,Fixed wing multi engine,AIRBUS,A319-131,2,179,Turbo-jet,2766
2012.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2767
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2768
2002.0,Fixed wing multi engine,AIRBUS,A319-131,2,179,Turbo-jet,2769
2012.0,Fixed wing multi engine,AIRBUS,A320-214,2,182,Turbo-fan,2770
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2771
2004.0,Fixed wing multi engine,AIRBUS,A330-223,3,379,Turbo-fan,2772
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2773
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2774
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2775
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2776
2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2777
2001.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2778
2000.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2779
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2780
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2781
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2782
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2783
2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2784
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2785
2012.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2786
,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2787
2013.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2788
2013.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2789
2013.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2790
2013.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2791
2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2792
2013.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2793
2013.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2794
2013.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2795
2013.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2796
2013.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2797
2013.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2798
2013.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2799
2013.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2800
2013.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2801
2013.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2802
2013.0,Fixed wing multi engine,BOEING,737-8H4,2,140,Turbo-fan,2803
2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2804
1999.0,Fixed wing multi engine,BOEING,777-232,2,400,Turbo-jet,2805
2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2806
1999.0,Fixed wing multi engine,BOEING,777-232,2,400,Turbo-jet,2807
2002.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2,55,Turbo-fan,2808
